,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin
5977,3,63,0,4,2,45,4
5978,8,57,1,7,6,52,5
5979,7,74,1,4,2,66,7
5980,6,91,1,9,1,79,8
5981,4,82,0,6,6,63,6
5982,9,76,0,6,2,72,7
5983,1,58,0,7,4,33,3
5984,2,92,0,6,6,70,7
5985,4,63,1,5,1,47,5
5986,3,95,0,9,7,73,7
5987,1,73,1,9,1,50,5
5988,5,61,1,7,3,48,5
5989,7,43,1,4,3,33,3
5990,2,96,1,6,7,72,7
5991,5,49,1,5,0,31,3
5992,6,41,1,7,8,32,3
5993,7,47,1,7,5,34,3
5994,1,72,0,4,3,41,4
5995,7,98,0,8,5,91,9
5996,4,77,1,6,5,61,6
5997,8,82,0,5,8,75,8
5998,4,98,0,7,3,80,8
5999,6,67,0,6,7,57,6
6000,5,84,1,9,5,71,7
6001,4,40,0,9,4,21,2
6002,8,73,1,5,2,69,7
6003,4,48,0,7,7,32,3
6004,3,44,0,6,9,26,2
6005,8,81,1,5,1,74,8
6006,5,49,1,7,7,34,3
6007,2,51,0,6,6,24,2
6008,9,57,0,6,0,53,5
6009,3,97,1,7,1,74,8
6010,2,60,0,6,6,37,3
6011,1,60,1,8,2,31,3
6012,8,40,1,5,1,29,3
6013,3,42,1,5,0,21,2
6014,7,44,1,6,6,37,3
6015,1,64,0,7,2,37,3
6016,9,88,1,9,9,87,9
6017,8,47,0,6,7,45,4
6018,3,56,0,4,5,32,3
6019,6,48,1,6,6,35,3
6020,3,71,0,4,5,52,5
6021,4,45,0,6,6,27,2
6022,1,88,1,7,4,65,7
6023,5,79,0,9,8,64,6
6024,1,60,0,4,2,30,3
6025,1,46,0,8,5,22,2
6026,7,46,0,7,8,35,3
6027,6,86,0,9,0,72,7
6028,2,78,1,6,4,55,5
6029,2,93,0,4,3,71,7
6030,7,66,1,9,8,60,6
6031,1,47,1,5,0,19,1
6032,2,48,0,7,3,25,2
6033,8,67,0,4,0,55,5
6034,6,54,0,7,2,41,4
6035,2,41,0,4,3,17,1
6036,7,46,0,5,0,36,3
6037,4,86,0,8,4,71,7
6038,2,57,0,5,5,35,3
6039,6,61,0,6,0,48,5
6040,9,89,0,7,9,82,8
6041,9,49,0,8,9,48,5
6042,8,93,0,7,3,86,9
6043,3,89,0,9,3,69,7
6044,3,72,1,4,0,50,5
6045,2,46,0,6,1,22,2
6046,5,42,1,6,9,25,2
6047,4,53,1,7,4,33,3
6048,7,83,0,6,1,71,7
6049,4,85,1,7,2,70,7
6050,9,75,0,4,8,71,7
6051,2,52,0,4,4,28,2
6052,6,55,1,7,0,44,4
6053,7,55,0,5,4,46,4
6054,4,93,1,5,2,76,8
6055,6,44,1,4,0,29,3
6056,7,91,0,8,2,84,9
6057,4,64,1,5,5,47,5
6058,8,77,1,7,9,70,7
6059,9,77,0,4,4,73,7
6060,1,89,1,6,0,63,6
6061,7,77,0,6,1,68,7
6062,9,78,0,5,4,74,8
6063,5,95,0,8,8,82,8
6064,2,95,0,9,4,77,8
6065,6,87,1,5,4,77,8
6066,7,80,0,8,0,71,7
6067,2,65,1,5,4,39,4
6068,2,98,1,6,7,77,8
6069,1,52,0,8,8,25,2
6070,4,83,0,6,9,63,6
6071,7,90,0,7,2,80,8
6072,9,65,1,7,3,62,6
6073,3,94,0,4,6,75,8
6074,7,94,1,6,6,88,9
6075,7,47,0,4,5,36,3
6076,6,60,1,7,4,50,5
6077,6,90,0,8,9,81,8
6078,3,92,0,9,8,75,8
6079,2,97,1,7,9,76,8
6080,6,76,0,9,9,66,7
6081,2,88,0,5,2,59,6
6082,2,58,0,8,1,33,3
6083,3,40,1,5,4,19,1
6084,3,68,1,8,9,49,5
6085,6,62,0,4,6,50,5
6086,6,72,0,6,5,56,6
6087,3,94,1,9,3,74,8
6088,3,91,1,9,8,72,7
6089,1,80,0,8,3,53,5
6090,7,62,1,7,2,60,6
6091,8,44,1,9,4,35,3
6092,2,46,0,4,3,22,2
6093,4,96,1,4,1,80,8
6094,7,97,1,7,2,88,9
6095,8,45,1,4,6,39,4
6096,1,88,1,6,1,63,6
6097,4,61,1,8,0,44,4
6098,6,88,1,4,1,72,7
6099,3,52,0,6,7,33,3
6100,5,51,0,7,7,39,4
6101,9,43,0,8,9,45,4
6102,3,47,0,7,1,23,2
6103,5,76,1,8,5,63,6
6104,8,70,0,4,6,63,6
6105,6,76,1,4,0,63,6
6106,4,84,0,8,6,64,6
6107,8,65,1,6,7,62,6
6108,3,82,0,6,8,64,6
6109,3,47,1,6,7,28,2
6110,4,79,0,5,2,60,6
6111,9,72,0,9,7,70,7
6112,5,84,0,9,2,70,7
6113,8,68,0,9,5,60,6
6114,6,44,0,6,3,33,3
6115,3,67,1,4,6,46,4
6116,8,92,0,5,7,88,9
6117,9,79,1,6,9,78,8
6118,8,56,0,4,5,47,5
6119,4,94,0,5,9,75,8
6120,6,62,0,4,3,51,5
6121,1,84,1,8,7,61,6
6122,4,48,0,4,6,29,3
6123,8,41,0,5,9,36,3
6124,1,71,1,6,7,44,4
6125,3,90,1,9,9,75,8
6126,1,91,1,5,6,63,6
6127,9,88,1,6,2,85,9
6128,2,70,0,6,2,46,4
6129,9,46,1,7,8,44,4
6130,4,69,1,8,6,55,5
6131,2,97,0,7,0,76,8
6132,4,42,1,9,2,25,2
6133,6,90,1,5,0,74,8
6134,7,90,1,7,5,79,8
6135,3,95,0,9,1,75,8
6136,3,48,1,6,6,28,2
6137,8,49,1,5,7,44,4
6138,5,85,1,7,5,72,7
6139,4,89,0,4,4,72,7
6140,7,97,0,9,9,94,10
6141,7,86,1,9,3,79,8
6142,9,65,0,8,8,64,6
6143,9,40,1,4,7,35,3
6144,5,69,0,5,4,54,5
6145,8,96,0,7,0,90,9
6146,1,77,1,6,7,52,5
6147,9,54,1,7,7,50,5
6148,8,64,1,5,6,58,6
6149,6,45,0,5,6,33,3
6150,3,57,1,5,7,38,4
6151,3,40,0,5,0,17,1
6152,8,95,0,9,2,90,9
6153,5,42,1,7,3,32,3
6154,7,56,0,4,5,46,4
6155,5,87,0,6,9,76,8
6156,8,47,1,6,9,45,4
6157,4,99,0,8,8,81,8
6158,2,88,0,9,3,66,7
6159,3,79,1,5,5,59,6
6160,8,56,1,5,8,54,5
6161,7,64,1,5,8,59,6
6162,2,80,0,9,5,55,5
6163,6,51,0,4,4,36,3
6164,9,68,0,5,2,66,7
6165,4,64,1,8,4,47,5
6166,9,90,0,8,2,89,9
6167,2,75,0,4,4,50,5
6168,2,92,0,9,9,69,7
6169,9,93,1,5,9,94,10
6170,7,64,1,7,0,54,5
6171,7,68,1,7,5,60,6
6172,1,50,0,6,6,22,2
6173,6,99,0,4,1,84,9
6174,7,43,1,7,2,34,3
6175,6,53,1,6,9,40,4
6176,6,85,0,8,8,78,8
6177,2,77,1,6,7,56,6
6178,6,56,0,5,3,45,4
6179,9,47,1,8,7,45,4
6180,1,75,1,4,5,50,5
6181,8,49,0,9,0,37,3
6182,5,46,1,5,1,29,3
6183,1,75,0,5,3,44,4
6184,4,55,1,6,3,38,4
6185,1,53,1,6,1,24,2
6186,6,55,0,6,8,43,4
6187,2,64,0,7,1,39,4
6188,5,80,1,8,5,70,7
6189,7,43,0,4,4,37,3
6190,2,68,1,6,3,47,5
6191,6,95,0,4,5,85,9
6192,6,45,0,6,3,32,3
6193,5,78,1,4,9,60,6
6194,3,40,0,7,6,20,2
6195,2,90,0,6,2,66,7
6196,7,79,1,9,9,74,8
6197,1,96,0,8,3,70,7
6198,6,42,0,5,0,25,2
6199,6,40,0,6,5,25,2
6200,3,40,0,4,1,20,2
6201,2,78,1,6,3,59,6
6202,2,60,1,5,4,33,3
6203,9,84,0,8,7,81,8
6204,5,69,0,8,2,51,5
6205,7,71,1,8,5,64,6
6206,5,72,0,9,0,58,6
6207,7,87,0,5,8,78,8
6208,4,61,0,9,0,43,4
6209,8,69,0,9,1,64,6
6210,7,93,0,6,0,85,9
6211,5,85,1,5,7,73,7
6212,6,43,0,5,3,32,3
6213,5,62,0,6,1,46,4
6214,7,94,0,7,6,85,9
6215,2,83,1,9,7,64,6
6216,5,64,0,8,8,50,5
6217,3,51,0,4,4,29,3
6218,9,56,1,9,2,53,5
6219,6,92,1,4,0,83,9
6220,3,54,1,6,7,36,3
6221,7,49,1,4,5,37,3
6222,8,91,0,8,4,84,9
6223,4,91,1,4,3,74,8
6224,1,68,0,4,4,40,4
6225,6,51,1,6,6,37,3
6226,1,40,1,6,5,11,1
6227,5,40,0,5,9,28,2
6228,7,49,1,8,9,40,4
6229,6,57,1,4,8,47,5
6230,2,86,0,5,9,65,7
6231,4,41,0,8,1,22,2
6232,2,88,1,5,6,66,7
6233,1,47,0,4,0,19,1
6234,3,61,0,6,7,43,4
6235,3,61,1,6,3,41,4
6236,7,65,1,6,7,56,6
6237,1,65,0,7,7,42,4
6238,9,48,0,5,3,45,4
6239,6,60,1,4,3,46,4
6240,4,70,0,5,4,51,5
6241,3,91,1,6,6,74,8
6242,3,82,1,9,5,67,7
6243,2,45,0,9,0,21,2
6244,2,95,0,5,5,73,7
6245,5,53,0,8,2,39,4
6246,9,72,0,9,8,69,7
6247,2,46,0,9,2,24,2
6248,2,63,1,5,8,36,3
6249,6,48,0,7,4,38,4
6250,2,50,1,7,9,29,3
6251,4,95,0,6,7,72,7
6252,6,62,1,4,8,48,5
6253,5,87,0,8,8,71,7
6254,1,90,0,4,6,61,6
6255,6,41,1,4,9,29,3
6256,1,54,0,8,0,31,3
6257,3,74,0,7,7,56,6
6258,5,75,1,9,6,62,6
6259,5,91,1,6,3,78,8
6260,6,93,1,5,5,83,9
6261,8,67,0,7,9,65,7
6262,5,78,1,6,1,65,7
6263,1,83,1,9,3,59,6
6264,5,43,0,7,7,26,2
6265,3,49,0,8,3,32,3
6266,4,45,0,4,9,27,2
6267,8,96,0,8,3,89,9
6268,7,69,0,9,3,57,6
6269,5,93,0,5,9,77,8
6270,2,85,1,8,8,65,7
6271,6,74,1,9,1,63,6
6272,6,88,0,4,6,78,8
6273,6,82,1,7,2,74,8
6274,9,49,1,6,3,41,4
6275,8,97,1,9,0,90,9
6276,8,92,1,9,2,88,9
6277,1,71,0,5,1,47,5
6278,5,81,0,7,9,66,7
6279,7,81,1,9,6,75,8
6280,6,42,0,9,5,29,3
6281,5,95,1,6,0,80,8
6282,8,65,1,4,7,59,6
6283,3,54,0,8,8,34,3
6284,6,56,1,7,0,47,5
6285,5,66,0,6,4,53,5
6286,8,57,0,6,6,50,5
6287,4,90,0,8,1,72,7
6288,8,58,0,7,5,54,5
6289,2,51,0,7,7,28,2
6290,9,63,0,4,7,59,6
6291,9,44,0,7,9,40,4
6292,6,63,0,9,9,55,5
6293,4,66,0,8,7,49,5
6294,4,87,1,7,5,70,7
6295,6,69,0,4,5,57,6
6296,5,54,1,6,2,39,4
6297,6,86,0,9,1,75,8
6298,7,98,1,7,4,87,9
6299,7,77,0,8,8,70,7
6300,9,83,0,7,3,76,8
6301,8,73,0,5,4,68,7
6302,6,66,1,4,5,53,5
6303,6,59,1,6,5,48,5
6304,5,80,0,5,3,63,6
6305,1,71,1,8,3,47,5
6306,9,43,0,7,7,38,4
6307,9,44,1,4,4,43,4
6308,9,92,1,9,4,90,9
6309,8,97,1,7,8,95,10
6310,3,47,0,7,3,24,2
6311,1,61,1,7,6,35,3
6312,8,81,1,9,4,75,8
6313,7,46,0,7,8,37,3
6314,5,61,0,4,7,46,4
6315,7,85,1,9,7,80,8
6316,4,69,1,9,9,55,5
6317,2,55,0,8,2,32,3
6318,9,54,0,9,8,51,5
6319,9,44,0,5,7,43,4
6320,5,42,0,4,2,23,2
6321,1,62,1,8,9,37,3
6322,7,49,0,9,0,40,4
6323,4,44,0,6,4,24,2
6324,9,62,1,5,3,60,6
6325,6,54,0,4,7,44,4
6326,3,57,0,4,5,34,3
6327,6,64,0,4,9,51,5
6328,6,47,1,8,4,39,4
6329,5,70,0,7,8,57,6
6330,2,60,0,6,5,36,3
6331,2,41,0,8,2,16,1
6332,7,61,0,8,5,52,5
6333,2,47,1,9,3,25,2
6334,6,62,1,5,4,51,5
6335,5,71,0,6,5,56,6
6336,4,47,0,4,8,27,2
6337,7,43,0,8,2,33,3
6338,8,69,0,6,0,60,6
6339,4,58,0,5,1,39,4
6340,1,62,0,7,7,41,4
6341,1,57,0,6,3,35,3
6342,1,68,0,8,1,39,4
6343,5,62,1,7,9,51,5
6344,4,72,1,5,7,56,6
6345,9,91,0,4,9,93,10
6346,3,86,1,7,8,68,7
6347,7,57,1,9,6,49,5
6348,8,93,1,9,9,88,9
6349,6,83,0,5,0,72,7
6350,1,72,1,4,1,44,4
6351,8,46,1,8,8,41,4
6352,3,90,0,5,9,69,7
6353,8,67,0,7,6,66,7
6354,4,40,1,4,2,20,2
6355,8,95,0,9,4,92,10
6356,1,78,0,9,0,53,5
6357,3,73,1,6,9,50,5
6358,6,78,1,4,2,70,7
6359,9,58,1,7,3,51,5
6360,2,70,0,7,3,45,4
6361,1,52,1,6,6,25,2
6362,3,96,1,7,4,75,8
6363,4,63,0,4,8,45,4
6364,5,44,0,9,6,29,3
6365,3,62,0,5,1,43,4
6366,2,58,0,9,7,38,4
6367,2,40,1,9,1,16,1
6368,7,72,1,4,6,61,6
6369,9,98,1,7,4,95,10
6370,2,89,0,6,9,65,7
6371,7,95,1,6,5,85,9
6372,7,72,0,8,3,66,7
6373,7,71,0,6,4,61,6
6374,3,98,0,6,4,79,8
6375,7,67,1,7,6,59,6
6376,1,76,0,5,3,52,5
6377,1,80,1,5,4,56,6
6378,5,51,1,7,3,37,3
6379,2,48,1,6,3,29,3
6380,9,89,0,4,7,84,9
6381,7,94,1,9,4,87,9
6382,4,50,1,9,8,36,3
6383,4,72,0,5,4,56,6
6384,2,58,1,7,7,34,3
6385,5,93,0,4,2,77,8
6386,4,96,1,6,6,80,8
6387,1,81,0,7,0,59,6
6388,3,46,0,4,1,26,2
6389,6,70,0,4,7,57,6
6390,4,91,0,5,5,72,7
6391,9,41,1,4,4,36,3
6392,7,58,1,9,2,51,5
6393,9,77,1,5,0,76,8
6394,3,71,1,9,9,51,5
6395,1,49,0,7,9,28,2
6396,5,80,0,8,9,69,7
6397,3,47,1,6,9,30,3
6398,6,65,0,7,7,56,6
6399,8,69,1,9,4,64,6
6400,4,50,0,6,8,33,3
6401,5,80,0,6,6,67,7
6402,4,99,1,9,0,84,9
6403,4,59,0,5,6,40,4
6404,4,48,1,8,6,33,3
6405,4,47,1,9,8,31,3
6406,4,99,1,6,1,81,8
6407,5,54,1,6,6,38,4
6408,2,73,0,7,1,48,5
6409,2,63,0,8,9,39,4
6410,9,72,0,8,9,71,7
6411,2,80,0,6,1,55,5
6412,6,80,1,8,4,70,7
6413,2,84,1,7,8,65,7
6414,5,79,1,5,8,65,7
6415,4,66,0,6,9,49,5
6416,7,60,0,4,0,49,5
6417,7,44,0,6,6,35,3
6418,6,74,0,6,9,62,6
6419,5,60,1,5,9,48,5
6420,1,43,1,9,2,18,1
6421,3,88,1,9,9,70,7
6422,9,87,0,4,9,83,9
6423,1,55,0,4,0,29,3
6424,5,96,0,4,1,79,8
6425,2,70,0,9,5,49,5
6426,4,65,0,5,9,49,5
6427,1,91,0,8,1,63,6
6428,3,74,1,4,1,50,5
6429,7,45,0,8,3,36,3
6430,3,72,0,7,2,53,5
6431,4,60,0,5,7,39,4
6432,2,55,1,8,7,32,3
6433,3,86,1,9,5,69,7
6434,9,78,0,9,3,74,8
6435,3,73,1,4,6,55,5
6436,5,81,1,4,8,72,7
6437,2,96,1,8,1,72,7
6438,4,99,0,9,5,86,9
6439,7,54,1,8,6,47,5
6440,7,45,1,7,0,34,3
6441,3,41,1,5,5,24,2
6442,5,63,0,9,7,51,5
6443,1,95,1,6,6,73,7
6444,1,88,0,9,1,68,7
6445,5,67,1,7,1,52,5
6446,9,40,0,9,3,38,4
6447,1,40,0,7,4,11,1
6448,1,67,0,9,4,41,4
6449,4,75,0,7,1,57,6
6450,4,59,0,4,6,41,4
6451,2,87,1,8,7,62,6
6452,9,47,1,9,1,48,5
6453,9,40,1,5,3,37,3
6454,2,65,0,4,2,41,4
6455,9,90,0,7,3,91,9
6456,6,82,0,5,4,73,7
6457,8,88,1,4,5,82,8
6458,4,64,0,6,1,44,4
6459,2,49,0,9,9,29,3
6460,2,51,0,9,5,32,3
6461,9,80,0,7,8,78,8
6462,1,46,1,4,7,21,2
6463,7,51,0,4,0,43,4
6464,3,86,0,7,8,69,7
6465,3,79,0,6,9,56,6
6466,2,56,0,9,1,31,3
6467,6,44,1,8,0,36,3
6468,2,53,0,6,5,30,3
6469,4,73,1,7,0,56,6
6470,9,87,1,8,5,87,9
6471,9,56,0,4,1,54,5
6472,6,74,0,6,6,61,6
6473,4,94,1,6,6,77,8
6474,7,40,0,9,3,30,3
6475,1,98,0,9,1,69,7
6476,4,89,1,8,6,74,8
6477,5,89,1,4,0,72,7
6478,8,75,1,6,1,71,7
6479,2,54,1,8,1,30,3
6480,6,58,1,9,8,51,5
6481,5,90,0,4,5,76,8
6482,9,81,0,4,2,76,8
6483,1,44,0,5,5,17,1
6484,3,58,0,8,6,40,4
6485,2,82,0,9,2,63,6
6486,3,78,0,9,3,60,6
6487,9,44,0,9,9,44,4
6488,9,91,0,7,0,87,9
6489,2,51,0,6,5,27,2
6490,3,58,1,4,5,30,3
6491,4,86,1,6,8,68,7
6492,9,51,0,6,1,44,4
6493,3,75,0,7,4,53,5
6494,7,51,1,4,4,40,4
6495,3,57,1,5,6,36,3
6496,7,88,1,9,4,79,8
6497,7,90,0,8,9,86,9
6498,9,87,1,6,3,85,9
6499,2,82,1,7,9,61,6
6500,6,73,1,7,1,63,6
6501,9,87,0,8,7,82,8
6502,2,72,1,8,4,47,5
6503,2,88,0,4,3,66,7
6504,5,57,1,6,8,48,5
6505,8,96,1,6,1,90,9
6506,9,68,0,8,2,70,7
6507,2,84,1,9,7,64,6
6508,5,44,1,5,3,27,2
6509,7,64,1,6,8,58,6
6510,6,63,0,7,9,48,5
6511,6,68,0,9,9,57,6
6512,7,98,0,8,9,90,9
6513,3,77,1,6,9,56,6
6514,3,72,0,4,8,50,5
6515,9,49,1,8,9,48,5
6516,8,76,1,7,8,74,8
6517,5,99,1,4,0,86,9
6518,6,72,1,8,5,59,6
6519,1,62,1,8,9,43,4
6520,1,97,1,6,5,75,8
6521,4,50,1,4,7,32,3
6522,2,63,1,8,6,44,4
6523,7,63,0,9,6,54,5
6524,2,46,0,7,1,24,2
6525,2,89,1,4,3,61,6
6526,5,60,0,9,0,45,4
6527,4,59,0,6,6,44,4
6528,8,92,0,5,3,84,9
6529,4,49,1,8,8,32,3
6530,6,64,0,5,5,50,5
6531,5,86,1,8,5,73,7
6532,2,75,0,9,8,52,5
6533,8,87,0,6,7,85,9
6534,2,86,0,6,5,61,6
6535,9,54,1,6,5,52,5
6536,9,83,1,6,5,82,8
6537,3,79,1,4,3,57,6
6538,4,79,1,4,4,58,6
6539,8,89,1,8,2,83,9
6540,9,45,1,4,8,41,4
6541,3,76,1,8,1,58,6
6542,5,41,1,4,6,25,2
6543,8,51,1,4,0,43,4
6544,3,97,0,4,9,74,8
6545,7,43,0,7,6,34,3
6546,8,62,1,6,1,58,6
6547,3,52,0,7,4,34,3
6548,2,56,0,4,0,30,3
6549,7,70,1,4,4,62,6
6550,9,55,1,7,3,52,5
6551,1,80,0,9,0,56,6
6552,3,65,1,8,0,45,4
6553,5,67,0,6,6,51,5
6554,3,40,1,8,2,18,1
6555,1,86,0,9,9,64,6
6556,7,51,1,6,8,38,4
6557,7,76,0,5,8,69,7
6558,8,94,0,6,9,89,9
6559,5,95,0,8,8,81,8
6560,5,89,0,6,0,76,8
6561,5,59,1,5,3,38,4
6562,1,41,0,5,0,14,1
6563,5,75,1,4,0,62,6
6564,6,54,0,5,8,39,4
6565,1,77,1,7,4,51,5
6566,7,61,0,8,0,53,5
6567,1,83,1,7,2,54,5
6568,2,89,0,9,6,68,7
6569,2,71,0,7,1,53,5
6570,5,98,1,8,3,86,9
6571,7,59,0,9,1,51,5
6572,1,75,0,7,8,48,5
6573,1,72,0,7,8,50,5
6574,1,54,0,9,6,24,2
6575,6,89,1,7,6,79,8
6576,2,85,0,5,1,63,6
6577,1,42,1,8,9,13,1
6578,6,68,1,8,7,54,5
6579,2,86,1,8,0,61,6
6580,8,44,0,5,4,35,3
6581,2,98,0,8,3,78,8
6582,9,95,1,6,9,95,10
6583,8,70,0,8,1,61,6
6584,1,61,0,4,2,32,3
6585,7,74,1,6,9,66,7
6586,6,93,1,8,1,83,9
6587,6,46,1,7,3,35,3
6588,6,45,0,8,2,33,3
6589,6,65,1,5,4,55,5
6590,7,93,1,5,6,87,9
6591,3,40,0,8,8,18,1
6592,6,58,0,7,4,45,4
6593,7,75,0,7,1,66,7
6594,7,51,0,8,5,44,4
6595,8,59,0,8,7,55,5
6596,2,62,0,4,8,40,4
6597,9,64,0,5,3,61,6
6598,5,69,1,6,3,54,5
6599,9,98,0,6,6,95,10
6600,5,68,1,5,3,56,6
6601,7,70,0,9,4,61,6
6602,9,57,0,4,1,53,5
6603,4,80,1,5,1,60,6
6604,2,58,0,4,9,35,3
6605,9,93,1,9,4,93,10
6606,2,43,0,4,9,20,2
6607,3,40,1,7,9,24,2
6608,2,80,1,5,1,54,5
6609,3,98,0,6,5,78,8
6610,6,54,1,8,5,45,4
6611,3,93,1,9,7,77,8
6612,8,47,0,9,0,40,4
6613,6,54,0,8,6,44,4
6614,7,54,1,5,6,45,4
6615,1,89,0,8,8,66,7
6616,3,78,1,4,3,57,6
6617,3,61,1,8,6,42,4
6618,2,57,1,4,5,34,3
6619,7,55,0,4,3,43,4
6620,9,41,0,6,9,37,3
6621,4,75,1,8,7,57,6
6622,5,59,1,6,2,44,4
6623,3,55,1,8,7,35,3
6624,9,42,0,4,4,36,3
6625,4,95,1,8,3,82,8
6626,5,69,0,9,2,55,5
6627,1,94,1,9,9,74,8
6628,2,41,1,6,6,19,1
6629,9,74,1,7,6,72,7
6630,2,65,1,9,5,42,4
6631,5,96,0,6,2,81,8
6632,8,44,0,7,8,38,4
6633,3,41,0,5,1,21,2
6634,6,90,0,6,2,82,8
6635,4,95,0,9,0,80,8
6636,7,59,1,9,6,51,5
6637,3,73,0,8,1,53,5
6638,6,73,0,7,9,62,6
6639,9,93,0,9,7,91,9
6640,1,95,0,8,8,71,7
6641,3,94,1,7,1,74,8
6642,2,59,1,6,5,40,4
6643,8,89,1,6,0,83,9
6644,7,64,0,8,7,58,6
6645,2,59,1,6,4,38,4
6646,6,64,1,8,8,56,6
6647,3,92,0,4,2,73,7
6648,8,53,0,7,1,46,4
6649,3,99,0,8,6,82,8
6650,9,86,1,7,6,88,9
6651,1,83,0,4,9,56,6
6652,5,82,1,7,4,68,7
6653,3,82,1,8,6,63,6
6654,6,78,1,6,5,71,7
6655,2,51,1,7,8,27,2
6656,9,87,1,7,2,85,9
6657,6,44,0,9,3,34,3
6658,7,41,1,9,8,33,3
6659,5,93,1,4,9,77,8
6660,9,55,1,5,7,50,5
6661,1,94,1,6,9,69,7
6662,5,69,1,8,5,55,5
6663,6,86,0,4,2,76,8
6664,7,82,1,8,8,74,8
6665,4,77,1,8,8,61,6
6666,1,84,1,7,5,60,6
6667,8,90,1,4,1,84,9
6668,4,81,0,4,6,56,6
6669,3,63,1,9,8,43,4
6670,7,90,1,6,8,82,8
6671,2,69,1,5,2,43,4
6672,8,76,1,8,1,73,7
6673,6,96,0,6,4,81,8
6674,7,98,0,9,9,94,10
6675,5,92,0,6,6,74,8
6676,9,78,1,8,2,76,8
6677,5,50,0,7,3,38,4
6678,5,53,0,7,9,38,4
6679,3,62,0,8,1,42,4
6680,1,92,0,9,9,71,7
6681,2,55,0,9,1,34,3
6682,8,89,1,4,6,84,9
6683,1,60,0,5,1,32,3
6684,7,94,0,7,0,85,9
6685,5,94,0,5,3,76,8
6686,3,43,1,6,5,21,2
6687,7,72,1,6,9,65,7
6688,9,93,0,8,9,92,10
6689,2,86,1,8,3,69,7
6690,8,53,1,8,0,49,5
6691,9,58,0,9,0,54,5
6692,3,98,1,7,8,81,8
6693,2,44,0,5,0,15,1
6694,7,75,0,6,6,66,7
6695,5,70,0,5,6,56,6
6696,5,84,1,7,0,71,7
6697,5,57,0,5,0,40,4
6698,4,83,0,5,5,66,7
6699,5,70,1,9,7,57,6
6700,4,94,0,8,6,79,8
6701,6,69,1,9,5,57,6
6702,4,60,1,9,9,43,4
6703,2,86,0,5,2,65,7
6704,9,69,1,5,6,66,7
6705,9,80,1,5,7,76,8
6706,6,43,1,9,3,30,3
6707,9,44,1,4,8,39,4
6708,9,80,1,9,0,79,8
6709,3,84,0,6,6,60,6
6710,1,49,0,6,8,24,2
6711,1,66,1,5,9,42,4
6712,3,55,0,9,0,33,3
6713,5,69,0,9,9,57,6
6714,3,52,0,8,2,32,3
6715,9,75,0,8,6,71,7
6716,9,60,0,8,8,58,6
6717,3,84,0,9,0,64,6
6718,3,92,0,9,5,72,7
6719,5,79,1,6,1,64,6
6720,2,84,0,7,4,61,6
6721,6,54,1,5,6,43,4
6722,7,59,1,6,6,54,5
6723,9,59,1,8,9,56,6
6724,6,84,0,6,6,75,8
6725,3,94,0,6,3,72,7
6726,5,98,1,6,5,84,9
6727,4,44,1,8,9,30,3
6728,5,93,0,7,5,80,8
6729,8,93,0,4,6,82,8
6730,8,99,0,5,8,96,10
6731,1,45,1,6,9,19,1
6732,8,69,0,7,0,62,6
6733,8,65,0,8,7,61,6
6734,2,76,1,4,1,53,5
6735,4,52,0,4,2,34,3
6736,2,68,0,6,4,43,4
6737,4,44,1,6,5,27,2
6738,7,64,1,8,6,55,5
6739,9,52,1,8,3,51,5
6740,8,63,1,9,2,58,6
6741,9,70,0,8,8,69,7
6742,8,59,1,6,3,52,5
6743,2,94,0,7,8,72,7
6744,7,47,0,6,8,38,4
6745,2,99,0,6,2,73,7
6746,2,48,1,4,2,26,2
6747,4,60,1,8,7,46,4
6748,1,90,0,5,0,60,6
6749,5,59,0,8,5,43,4
6750,6,54,1,9,5,43,4
6751,9,65,0,7,8,65,7
6752,8,93,0,7,1,89,9
6753,2,81,0,8,7,60,6
6754,1,50,0,8,6,22,2
6755,2,76,0,6,1,53,5
6756,7,80,0,5,0,70,7
6757,4,50,0,6,3,31,3
6758,5,66,0,4,1,52,5
6759,7,69,1,4,2,59,6
6760,3,58,1,7,1,40,4
6761,2,73,0,7,8,50,5
6762,7,77,0,5,3,66,7
6763,5,62,1,7,0,45,4
6764,1,92,1,9,7,69,7
6765,1,40,1,4,3,13,1
6766,9,42,0,5,9,37,3
6767,5,42,1,4,7,25,2
6768,1,67,1,8,7,45,4
6769,7,53,0,8,8,47,5
6770,9,91,1,5,9,93,10
6771,1,69,0,6,6,40,4
6772,4,97,1,9,3,85,9
6773,3,93,1,9,1,73,7
6774,5,44,1,7,5,27,2
6775,7,88,1,5,3,80,8
6776,8,54,1,9,5,46,4
6777,2,77,0,7,7,57,6
6778,7,53,0,4,2,43,4
6779,1,53,1,6,0,25,2
6780,7,96,0,7,4,90,9
6781,8,98,1,8,2,93,10
6782,2,88,1,8,5,67,7
6783,9,47,1,4,2,44,4
6784,1,47,1,5,0,18,1
6785,6,58,1,7,8,46,4
6786,1,71,0,4,4,44,4
6787,3,70,0,8,1,47,5
6788,6,68,0,8,1,55,5
6789,3,80,0,8,8,59,6
6790,8,50,1,6,0,42,4
6791,5,84,0,6,9,69,7
6792,2,52,1,8,2,29,3
6793,4,66,1,9,9,53,5
6794,9,95,0,5,6,90,9
6795,4,58,0,6,0,40,4
6796,8,65,1,7,1,55,5
