Unnamed: 0,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin,Language Spoken
5542,6,81,0,7,2,68,7,English
5543,1,73,1,7,9,47,5,Tamil
5544,9,60,1,8,1,58,6,Assamese
5545,6,63,1,9,3,53,5,Nepali
5546,8,54,0,8,4,46,4,Meitei
5547,7,74,1,5,7,66,7,Sanskrit
5548,6,64,1,4,5,49,5,Punjabi
5549,4,94,1,9,8,77,8,Bengali
5550,7,48,0,4,2,36,3,Odia
5551,9,56,0,6,9,55,5,Telugu
5552,7,60,0,5,8,49,5,Kashmiri
5553,1,99,1,9,3,76,8,Telugu
5554,9,52,1,7,7,45,4,Konkani
5555,4,42,1,9,9,28,2,Bhili
5556,3,43,1,6,6,25,2,Meitei
5557,4,43,0,7,6,27,2,Bodo
5558,4,82,0,9,8,67,7,Santhali
5559,2,67,1,7,9,44,4,Khasi
5560,1,46,0,8,1,18,1,Malayalam
5561,1,65,0,7,4,37,3,Urdu
5562,8,50,0,9,2,43,4,Bengali
5563,2,63,1,7,6,43,4,Assamese
5564,5,82,0,5,2,66,7,Maithili
5565,4,49,0,8,4,34,3,Santhali
5566,8,76,0,8,4,77,8,Konkani
5567,2,52,0,6,1,31,3,Manipuri
5568,9,83,0,8,0,80,8,Maithili
5569,7,81,1,4,5,71,7,Konkani
5570,7,78,0,5,0,69,7,Assamese
5571,1,58,0,6,8,34,3,Konkani
5572,2,90,1,4,9,69,7,Manipuri
5573,4,58,0,7,4,44,4,Kannada
5574,4,51,1,4,0,30,3,Maithili
5575,3,91,1,6,7,73,7,Sanskrit
5576,7,61,1,8,0,52,5,Chhattisgarhi
5577,8,86,1,5,3,81,8,Garo
5578,2,76,0,6,6,52,5,Meitei
5579,4,95,0,4,3,77,8,Santhali
5580,3,69,1,4,4,44,4,Hindi
5581,2,85,0,6,6,62,6,English
5582,6,51,1,9,3,44,4,English
5583,4,68,0,9,4,51,5,Sindhi
5584,6,60,0,6,6,48,5,Punjabi
5585,2,50,1,9,0,30,3,Mizo
5586,4,99,0,6,2,82,8,Mizo
5587,6,76,1,8,0,61,6,Khasi
5588,5,87,0,6,2,72,7,Hindi
5589,3,97,0,7,1,78,8,Mizo
5590,8,57,0,5,4,53,5,Bengali
5591,7,83,1,5,9,78,8,Bhili
5592,3,98,1,7,4,79,8,Punjabi
5593,6,66,1,4,9,56,6,Maithili
5594,4,76,0,4,8,58,6,Assamese
5595,5,87,1,4,7,72,7,Malayalam
5596,5,51,1,4,2,37,3,Gujarati
5597,7,62,1,8,0,56,6,Santhali
5598,5,73,0,7,4,59,6,Tamil
5599,3,77,0,5,2,54,5,Tamil
5600,5,62,0,7,4,47,5,Tulu
5601,7,92,0,5,8,84,9,Manipuri
5602,5,64,1,4,0,50,5,Kannada
5603,5,43,0,8,0,27,2,Maithili
5604,9,69,1,6,8,67,7,Malayalam
5605,3,69,0,6,2,48,5,Bodo
5606,6,52,1,9,9,42,4,Sanskrit
5607,1,81,1,4,4,55,5,Tamil
5608,5,88,0,4,8,73,7,Santali
5609,8,53,1,7,4,46,4,Tamil
5610,5,95,1,8,2,81,8,Konkani
5611,9,86,1,8,8,82,8,Konkani
5612,6,47,1,7,6,35,3,Manipuri
5613,8,94,0,8,6,92,10,Gujarati
5614,8,63,0,8,7,59,6,Santali
5615,3,57,1,6,4,35,3,Telugu
5616,7,74,0,8,1,65,7,Sanskrit
5617,7,64,1,4,8,53,5,Hindi
5618,6,56,1,6,2,45,4,Marathi
5619,7,71,0,4,1,61,6,Mizo
5620,2,95,1,4,9,74,8,Meitei
5621,9,63,0,7,9,60,6,Khasi
5622,1,46,1,9,4,23,2,Urdu
5623,1,52,0,8,7,25,2,Punjabi
5624,3,66,0,8,2,45,4,Dogri
5625,3,87,1,8,5,68,7,Odia
5626,1,44,0,8,8,21,2,Kannada
5627,7,75,1,6,1,65,7,Garo
5628,4,65,0,5,7,45,4,Malayalam
5629,2,81,1,4,9,58,6,Hindi
5630,5,84,0,9,6,76,8,English
5631,6,70,0,9,2,57,6,Hindi
5632,9,49,0,5,0,46,4,Dogri
5633,4,85,1,5,5,68,7,Dogri
5634,2,65,0,5,1,40,4,Meitei
5635,5,61,1,6,2,45,4,Bengali
5636,3,51,0,5,4,31,3,Mizo
5637,2,71,0,6,7,50,5,English
5638,1,66,1,7,1,43,4,Konkani
5639,2,72,0,7,5,50,5,Konkani
5640,6,92,1,9,0,80,8,Sindhi
5641,8,91,1,7,6,90,9,Punjabi
5642,3,59,1,6,3,38,4,Tulu
5643,9,78,1,6,0,73,7,English
5644,9,80,1,4,8,78,8,Urdu
5645,2,79,0,5,8,54,5,Tulu
5646,8,98,1,8,2,92,10,Odia
5647,5,52,0,8,5,39,4,Bhili
5648,4,53,1,5,6,41,4,Konkani
5649,5,83,1,8,3,71,7,Assamese
5650,4,79,0,8,5,65,7,Chhattisgarhi
5651,8,92,0,8,8,87,9,Manipuri
5652,4,61,1,9,9,47,5,Bodo
5653,6,57,1,6,5,42,4,Malayalam
5654,2,87,0,6,6,62,6,Kannada
5655,5,68,0,6,5,54,5,Bodo
5656,6,82,1,5,6,71,7,Gujarati
5657,5,55,1,7,0,42,4,Meitei
5658,2,85,1,9,5,64,6,Tulu
5659,7,74,0,9,8,70,7,Khasi
5660,4,92,1,8,2,77,8,Gujarati
5661,8,73,0,4,5,62,6,Gujarati
5662,7,42,0,6,3,28,2,Punjabi
5663,7,43,1,9,6,36,3,Manipuri
5664,9,93,1,9,6,92,10,Bodo
5665,1,44,0,4,8,18,1,Kannada
5666,6,49,1,8,3,37,3,Telugu
5667,6,91,1,9,7,81,8,Kashmiri
5668,6,68,0,9,7,57,6,Urdu
5669,6,71,1,7,7,61,6,Konkani
5670,7,70,0,4,7,62,6,Maithili
5671,6,41,0,8,5,27,2,Marathi
5672,1,51,1,8,7,26,2,Telugu
5673,3,66,0,6,5,48,5,Bodo
5674,2,44,0,7,9,18,1,Mizo
5675,6,76,1,8,1,66,7,Odia
5676,8,66,0,7,2,59,6,Kashmiri
5677,3,62,1,6,5,41,4,Bodo
5678,8,72,0,4,6,64,6,Kannada
5679,8,43,0,9,3,40,4,Marathi
5680,5,98,0,9,0,84,9,Meitei
5681,8,60,0,5,3,51,5,Manipuri
5682,6,63,0,5,5,49,5,Manipuri
5683,5,83,0,5,7,67,7,Odia
5684,9,70,0,9,3,70,7,Dogri
5685,7,83,1,7,9,75,8,English
5686,8,87,0,5,0,80,8,Tulu
5687,1,63,1,4,4,35,3,Marathi
5688,2,88,0,8,6,65,7,Garo
5689,8,92,0,7,5,86,9,Manipuri
5690,9,49,1,9,2,45,4,Tamil
5691,4,88,1,4,6,69,7,Bodo
5692,9,88,1,9,3,86,9,Tamil
5693,4,89,0,7,4,75,8,English
5694,9,41,1,7,6,39,4,Kashmiri
5695,7,70,0,7,1,59,6,Assamese
5696,2,64,0,6,3,42,4,Hindi
5697,9,43,1,8,3,42,4,Maithili
5698,4,90,0,5,5,70,7,Nepali
5699,8,50,1,6,6,48,5,Marathi
5700,7,56,1,8,3,49,5,Bhili
5701,7,83,1,9,9,78,8,Santali
5702,8,41,1,5,0,34,3,Bhili
5703,1,45,0,6,0,18,1,Bodo
5704,2,44,1,4,0,20,2,Meitei
5705,2,59,1,6,2,35,3,Marathi
5706,1,68,0,7,8,46,4,Marathi
5707,5,60,0,9,2,42,4,Santali
5708,2,48,1,6,2,23,2,Bengali
5709,4,67,0,7,8,51,5,Telugu
5710,3,94,0,8,4,75,8,Mizo
5711,3,47,0,8,7,27,2,Sindhi
5712,2,70,0,7,9,48,5,Maithili
5713,6,59,1,4,8,45,4,Kannada
5714,2,66,0,4,5,40,4,Assamese
5715,8,47,1,8,6,42,4,Kashmiri
5716,8,93,1,9,6,90,9,Khasi
5717,5,60,1,6,6,45,4,Punjabi
5718,7,67,0,8,3,55,5,Manipuri
5719,4,62,0,8,1,45,4,Tamil
5720,1,45,1,7,1,20,2,Kannada
5721,2,42,0,4,6,15,1,Sindhi
5722,4,44,1,9,9,28,2,Mizo
5723,1,48,1,7,6,25,2,Assamese
5724,8,46,0,8,9,39,4,Maithili
5725,9,99,0,5,6,96,10,Malayalam
5726,3,78,1,8,2,63,6,Assamese
5727,2,44,1,7,4,19,1,Bhili
5728,5,50,0,5,5,31,3,Manipuri
5729,3,54,1,5,7,35,3,Meitei
5730,7,73,1,8,7,65,7,Mizo
5731,6,52,1,9,9,41,4,Hindi
5732,1,93,0,4,2,65,7,Santhali
5733,8,87,0,5,3,83,9,Odia
5734,2,46,0,6,5,22,2,English
5735,5,79,1,7,3,68,7,Garo
5736,9,45,0,7,9,40,4,Santali
5737,8,95,1,7,3,92,10,Konkani
5738,2,78,1,8,4,54,5,Tulu
5739,9,89,1,7,9,90,9,Khasi
5740,5,69,0,7,6,57,6,Manipuri
5741,6,61,1,6,1,47,5,Garo
5742,3,64,0,4,1,43,4,Bodo
5743,3,67,1,9,9,50,5,English
5744,8,93,0,8,8,91,9,Kashmiri
5745,2,59,0,8,3,34,3,Bhili
5746,2,78,0,7,4,54,5,English
5747,5,42,0,6,2,26,2,Bodo
5748,6,44,0,5,1,34,3,Malayalam
5749,2,40,0,7,9,18,1,Kannada
5750,5,54,0,7,7,38,4,Urdu
5751,7,65,0,8,3,57,6,Khasi
5752,8,42,1,8,0,34,3,Bodo
5753,7,79,1,7,5,68,7,Garo
5754,8,96,1,8,5,92,10,Urdu
5755,9,80,1,6,1,77,8,Nepali
5756,5,86,1,5,1,71,7,Tulu
5757,5,81,0,5,7,67,7,Dogri
5758,4,73,0,5,6,59,6,Mizo
5759,9,91,0,7,1,91,9,Sanskrit
5760,5,44,0,9,9,29,3,Kashmiri
5761,2,70,0,7,0,48,5,Marathi
5762,8,90,1,7,7,90,9,Assamese
5763,7,52,1,6,9,48,5,Marathi
5764,8,82,0,5,1,77,8,Kashmiri
5765,3,40,1,8,4,20,2,Konkani
5766,4,61,1,8,5,42,4,Bengali
5767,5,54,0,4,9,37,3,Telugu
5768,6,65,0,4,0,52,5,Tamil
5769,1,57,1,9,1,33,3,Santhali
5770,4,87,1,8,9,72,7,Sanskrit
5771,5,48,0,5,3,34,3,Bodo
5772,7,40,1,7,1,33,3,Hindi
5773,5,82,0,8,5,71,7,Punjabi
5774,1,48,1,9,3,25,2,Punjabi
5775,7,62,1,9,2,55,5,Urdu
5776,8,82,0,8,5,76,8,Khasi
5777,7,84,1,4,8,76,8,Bhili
5778,4,97,0,5,7,81,8,Kashmiri
5779,8,41,1,8,1,35,3,Nepali
5780,5,53,1,7,2,35,3,Kashmiri
5781,9,77,0,7,1,74,8,Maithili
5782,5,79,1,6,9,66,7,Mizo
5783,1,57,0,7,6,31,3,Mizo
5784,9,55,0,8,8,54,5,Gujarati
5785,6,68,0,7,2,58,6,Assamese
5786,4,83,0,4,5,66,7,Dogri
5787,6,50,0,5,3,36,3,Bodo
5788,8,45,1,9,9,44,4,Marathi
5789,3,42,0,8,9,26,2,Bodo
5790,5,53,0,7,0,37,3,Bodo
5791,2,99,1,9,8,82,8,Hindi
5792,2,41,0,7,6,18,1,Assamese
5793,7,71,0,8,6,66,7,Odia
5794,6,70,0,6,0,60,6,Bodo
5795,4,50,1,5,8,32,3,Bhili
5796,5,61,1,8,7,51,5,Urdu
5797,1,42,1,9,9,18,1,Manipuri
5798,7,89,1,7,4,82,8,Bhili
5799,8,70,1,6,3,66,7,Telugu
5800,9,72,1,8,0,69,7,Manipuri
5801,8,63,0,5,8,59,6,Maithili
5802,5,40,1,6,7,26,2,Chhattisgarhi
5803,3,83,1,9,1,63,6,Sanskrit
5804,9,54,1,7,3,52,5,Gujarati
5805,6,76,1,4,3,66,7,Tamil
5806,5,66,0,5,6,51,5,Santhali
5807,3,77,0,6,2,54,5,Malayalam
5808,6,87,1,8,7,77,8,Garo
5809,3,66,0,8,6,45,4,Khasi
5810,6,83,1,6,9,77,8,Punjabi
5811,4,51,0,8,3,32,3,Marathi
5812,2,42,1,6,8,15,1,Tulu
5813,8,69,1,5,5,62,6,Hindi
5814,4,71,1,8,2,55,5,Bodo
5815,9,62,1,5,6,59,6,Urdu
5816,7,41,0,7,5,32,3,Bodo
5817,2,46,1,7,7,21,2,Chhattisgarhi
5818,4,73,0,7,4,56,6,Marathi
5819,5,71,0,7,5,55,5,Sindhi
5820,3,92,0,8,0,74,8,Konkani
5821,9,78,1,6,7,74,8,Bengali
5822,5,71,0,8,0,56,6,Chhattisgarhi
5823,2,82,0,9,2,58,6,Chhattisgarhi
5824,3,82,0,8,1,64,6,Bengali
5825,9,53,1,5,5,49,5,Odia
5826,7,42,0,6,7,31,3,Assamese
5827,2,85,1,4,7,64,6,Khasi
5828,9,71,0,4,6,63,6,Manipuri
5829,4,82,0,6,6,66,7,Bodo
5830,9,75,1,4,7,73,7,English
5831,2,56,1,6,4,38,4,Tulu
5832,4,87,0,5,2,70,7,Meitei
5833,5,42,1,5,1,27,2,Konkani
5834,2,96,0,8,2,72,7,Manipuri
5835,1,49,0,4,2,21,2,Bodo
5836,7,92,1,6,6,85,9,Maithili
5837,1,86,1,5,0,62,6,Tamil
5838,8,79,1,8,6,73,7,Santali
5839,3,57,0,4,5,32,3,Bodo
5840,6,42,0,4,9,30,3,Khasi
5841,7,78,0,4,1,64,6,Santali
5842,1,49,1,5,9,25,2,Maithili
5843,6,91,1,5,0,82,8,Santhali
5844,7,48,1,4,8,41,4,Maithili
5845,6,85,0,5,1,71,7,Sanskrit
5846,4,94,1,4,3,79,8,Mizo
5847,1,85,1,7,8,59,6,Santali
5848,9,50,0,5,8,45,4,Sindhi
5849,4,99,1,6,0,84,9,Tulu
5850,7,72,1,5,1,62,6,Marathi
5851,7,75,0,4,1,65,7,Bengali
5852,2,65,0,6,1,43,4,Santhali
5853,1,66,0,8,7,39,4,Manipuri
5854,8,77,0,6,7,70,7,Santhali
5855,8,61,0,6,9,54,5,Maithili
5856,7,65,0,5,7,55,5,Marathi
5857,8,61,1,9,3,55,5,Nepali
5858,3,44,1,6,7,25,2,Bodo
5859,2,74,0,6,6,52,5,Marathi
5860,7,41,0,4,7,31,3,Punjabi
5861,8,74,1,5,0,68,7,Odia
5862,1,48,0,4,2,19,1,Maithili
5863,9,90,0,5,9,87,9,English
5864,4,90,1,8,5,71,7,Tamil
5865,4,88,1,9,0,74,8,Tamil
5866,3,57,0,6,3,35,3,English
5867,6,82,0,5,8,69,7,Tulu
5868,1,51,1,6,6,24,2,Gujarati
5869,6,42,0,6,0,29,3,Maithili
5870,2,57,1,7,5,34,3,Tamil
5871,9,95,1,4,5,93,10,Bodo
5872,2,77,0,9,1,52,5,Santhali
5873,7,46,1,5,5,37,3,Garo
5874,1,72,1,8,9,49,5,Kannada
5875,7,45,1,9,1,38,4,Dogri
5876,5,57,0,7,7,44,4,Santali
5877,8,84,0,4,6,75,8,Malayalam
5878,4,61,0,8,5,44,4,Malayalam
5879,7,90,1,8,9,84,9,Punjabi
5880,6,78,1,6,5,65,7,English
5881,5,90,0,4,8,75,8,Bhili
5882,4,48,1,7,8,29,3,Bhili
5883,7,74,1,5,9,67,7,Konkani
5884,5,62,0,5,9,50,5,Bengali
5885,5,51,1,7,1,38,4,Manipuri
5886,1,91,1,6,2,66,7,English
5887,2,63,1,6,9,42,4,Urdu
5888,5,89,1,8,6,76,8,English
5889,3,79,1,4,9,64,6,Manipuri
5890,2,48,1,8,8,26,2,Santali
5891,4,52,0,5,5,31,3,Punjabi
5892,4,79,0,7,0,63,6,Marathi
5893,4,93,1,4,6,77,8,English
5894,4,81,0,7,0,61,6,Meitei
5895,3,56,0,4,4,33,3,Bengali
5896,7,46,0,9,8,39,4,Punjabi
5897,9,56,1,5,9,52,5,Malayalam
5898,5,94,0,5,9,82,8,Odia
5899,4,89,1,9,8,73,7,Kashmiri
5900,2,63,0,4,0,37,3,Tulu
5901,2,41,0,6,5,16,1,Konkani
5902,5,74,1,4,2,59,6,Bengali
5903,7,67,0,5,8,59,6,Tamil
5904,9,58,1,7,2,56,6,Khasi
5905,7,72,0,8,1,59,6,Maithili
5906,5,60,0,7,7,46,4,Chhattisgarhi
5907,6,92,0,5,2,80,8,Urdu
5908,3,49,0,7,4,30,3,Tamil
5909,5,92,1,6,5,78,8,Tamil
5910,8,85,1,6,9,81,8,Bhili
5911,1,84,0,4,9,57,6,Gujarati
5912,1,48,1,7,0,24,2,Nepali
5913,7,77,0,7,6,66,7,Malayalam
5914,5,45,1,5,6,31,3,Assamese
5915,5,90,1,4,4,73,7,Nepali
5916,1,92,1,4,8,66,7,Mizo
5917,9,81,0,7,1,78,8,Chhattisgarhi
5918,1,94,1,8,4,66,7,Maithili
5919,5,74,1,7,1,57,6,Tamil
5920,9,57,0,7,1,50,5,Garo
5921,4,92,0,7,8,77,8,Khasi
5922,8,58,0,6,6,54,5,Khasi
5923,6,44,1,9,3,30,3,Sindhi
5924,3,64,1,4,7,43,4,Manipuri
5925,4,50,1,9,3,34,3,Punjabi
5926,2,49,1,6,0,26,2,Gujarati
5927,1,56,1,8,9,36,3,Bengali
5928,8,75,1,5,2,69,7,Bhili
5929,1,65,0,8,9,39,4,Kashmiri
5930,1,70,1,4,0,44,4,Malayalam
5931,4,71,1,5,1,56,6,Mizo
5932,6,60,1,9,1,47,5,Garo
5933,9,57,0,8,6,56,6,Kashmiri
5934,1,99,1,4,3,73,7,Manipuri
5935,7,57,0,8,9,48,5,Konkani
5936,5,40,1,5,8,24,2,Urdu
5937,7,47,0,8,8,41,4,Gujarati
5938,4,41,0,6,5,24,2,Bodo
5939,4,90,1,8,9,72,7,Sindhi
5940,6,54,0,9,7,45,4,Meitei
5941,6,99,1,8,6,92,10,Manipuri
5942,9,73,0,8,7,68,7,Bodo
5943,5,75,1,6,8,62,6,Manipuri
5944,8,40,0,7,7,36,3,Dogri
5945,5,90,0,5,5,77,8,Kannada
5946,2,60,1,9,7,40,4,Odia
5947,6,81,0,4,7,69,7,Malayalam
5948,9,40,1,5,1,38,4,Kannada
5949,3,71,0,5,1,50,5,Konkani
5950,1,59,0,7,0,33,3,Kannada
5951,1,93,1,5,9,69,7,Maithili
5952,3,86,1,5,1,63,6,Santhali
5953,5,75,1,6,6,59,6,Dogri
5954,3,78,0,6,2,54,5,Punjabi
5955,9,69,1,6,3,65,7,Assamese
5956,8,46,1,6,3,41,4,Santali
5957,3,61,0,6,3,41,4,Sindhi
5958,9,96,1,9,1,94,10,Mizo
5959,6,89,1,4,5,80,8,Sindhi
5960,7,84,0,7,0,74,8,Odia
5961,4,49,0,8,4,33,3,Punjabi
5962,4,95,0,9,1,78,8,Meitei
5963,2,47,0,6,8,21,2,Manipuri
5964,5,66,0,7,1,49,5,Mizo
5965,8,49,1,8,5,43,4,Odia
5966,7,53,0,5,3,40,4,Bhili
5967,7,85,0,9,5,77,8,Nepali
5968,6,98,0,5,1,84,9,Malayalam
5969,3,91,1,7,1,74,8,Marathi
5970,5,93,1,4,6,78,8,Odia
5971,1,50,1,4,2,21,2,Santali
5972,7,45,1,7,2,34,3,Sanskrit
5973,9,60,0,4,6,54,5,Tamil
5974,1,72,0,4,7,47,5,Urdu
5975,2,58,0,5,6,36,3,Marathi
5976,3,78,1,4,2,53,5,Assamese
5977,3,63,0,4,2,45,4,Malayalam
5978,8,57,1,7,6,52,5,Urdu
5979,7,74,1,4,2,66,7,Meitei
5980,6,91,1,9,1,79,8,Kannada
5981,4,82,0,6,6,63,6,Meitei
5982,9,76,0,6,2,72,7,Tamil
5983,1,58,0,7,4,33,3,Hindi
5984,2,92,0,6,6,70,7,Kashmiri
5985,4,63,1,5,1,47,5,Telugu
5986,3,95,0,9,7,73,7,Bodo
5987,1,73,1,9,1,50,5,Khasi
5988,5,61,1,7,3,48,5,Bodo
5989,7,43,1,4,3,33,3,Sanskrit
5990,2,96,1,6,7,72,7,Kashmiri
5991,5,49,1,5,0,31,3,Punjabi
5992,6,41,1,7,8,32,3,Bodo
5993,7,47,1,7,5,34,3,Kannada
5994,1,72,0,4,3,41,4,Telugu
5995,7,98,0,8,5,91,9,Khasi
5996,4,77,1,6,5,61,6,Bhili
5997,8,82,0,5,8,75,8,Odia
5998,4,98,0,7,3,80,8,Assamese
5999,6,67,0,6,7,57,6,Tamil
6000,5,84,1,9,5,71,7,Meitei
6001,4,40,0,9,4,21,2,Chhattisgarhi
6002,8,73,1,5,2,69,7,Hindi
6003,4,48,0,7,7,32,3,Kashmiri
6004,3,44,0,6,9,26,2,Marathi
6005,8,81,1,5,1,74,8,Sanskrit
6006,5,49,1,7,7,34,3,Maithili
6007,2,51,0,6,6,24,2,Dogri
6008,9,57,0,6,0,53,5,Odia
6009,3,97,1,7,1,74,8,Chhattisgarhi
6010,2,60,0,6,6,37,3,Marathi
6011,1,60,1,8,2,31,3,Marathi
6012,8,40,1,5,1,29,3,Khasi
6013,3,42,1,5,0,21,2,Tamil
6014,7,44,1,6,6,37,3,Mizo
6015,1,64,0,7,2,37,3,Punjabi
6016,9,88,1,9,9,87,9,Santali
6017,8,47,0,6,7,45,4,Marathi
6018,3,56,0,4,5,32,3,Konkani
6019,6,48,1,6,6,35,3,Bhili
6020,3,71,0,4,5,52,5,Tulu
6021,4,45,0,6,6,27,2,Sindhi
6022,1,88,1,7,4,65,7,Bhili
6023,5,79,0,9,8,64,6,Kannada
6024,1,60,0,4,2,30,3,Bodo
6025,1,46,0,8,5,22,2,Khasi
6026,7,46,0,7,8,35,3,Bodo
6027,6,86,0,9,0,72,7,Punjabi
6028,2,78,1,6,4,55,5,Assamese
6029,2,93,0,4,3,71,7,Manipuri
6030,7,66,1,9,8,60,6,Telugu
6031,1,47,1,5,0,19,1,Konkani
6032,2,48,0,7,3,25,2,Bhili
6033,8,67,0,4,0,55,5,Mizo
6034,6,54,0,7,2,41,4,Bhili
6035,2,41,0,4,3,17,1,Sindhi
6036,7,46,0,5,0,36,3,Marathi
6037,4,86,0,8,4,71,7,Bhili
6038,2,57,0,5,5,35,3,Bodo
6039,6,61,0,6,0,48,5,Gujarati
6040,9,89,0,7,9,82,8,Urdu
6041,9,49,0,8,9,48,5,Mizo
6042,8,93,0,7,3,86,9,Santali
6043,3,89,0,9,3,69,7,Dogri
6044,3,72,1,4,0,50,5,English
6045,2,46,0,6,1,22,2,Khasi
6046,5,42,1,6,9,25,2,Garo
6047,4,53,1,7,4,33,3,Hindi
6048,7,83,0,6,1,71,7,Manipuri
6049,4,85,1,7,2,70,7,Tamil
6050,9,75,0,4,8,71,7,Assamese
6051,2,52,0,4,4,28,2,Odia
6052,6,55,1,7,0,44,4,Konkani
6053,7,55,0,5,4,46,4,Dogri
6054,4,93,1,5,2,76,8,Malayalam
6055,6,44,1,4,0,29,3,Sindhi
6056,7,91,0,8,2,84,9,Hindi
6057,4,64,1,5,5,47,5,Punjabi
6058,8,77,1,7,9,70,7,Maithili
6059,9,77,0,4,4,73,7,Konkani
6060,1,89,1,6,0,63,6,Gujarati
6061,7,77,0,6,1,68,7,Maithili
6062,9,78,0,5,4,74,8,Santhali
6063,5,95,0,8,8,82,8,Kannada
6064,2,95,0,9,4,77,8,Garo
6065,6,87,1,5,4,77,8,Bodo
6066,7,80,0,8,0,71,7,Kannada
6067,2,65,1,5,4,39,4,Assamese
6068,2,98,1,6,7,77,8,Marathi
6069,1,52,0,8,8,25,2,Punjabi
6070,4,83,0,6,9,63,6,Urdu
6071,7,90,0,7,2,80,8,Hindi
6072,9,65,1,7,3,62,6,Telugu
6073,3,94,0,4,6,75,8,Santali
6074,7,94,1,6,6,88,9,Urdu
6075,7,47,0,4,5,36,3,Tulu
6076,6,60,1,7,4,50,5,Mizo
6077,6,90,0,8,9,81,8,Nepali
6078,3,92,0,9,8,75,8,Sindhi
6079,2,97,1,7,9,76,8,Nepali
6080,6,76,0,9,9,66,7,Sindhi
6081,2,88,0,5,2,59,6,Kashmiri
6082,2,58,0,8,1,33,3,Nepali
6083,3,40,1,5,4,19,1,Santali
6084,3,68,1,8,9,49,5,Meitei
6085,6,62,0,4,6,50,5,Kannada
6086,6,72,0,6,5,56,6,Bengali
6087,3,94,1,9,3,74,8,Tulu
6088,3,91,1,9,8,72,7,Hindi
6089,1,80,0,8,3,53,5,Malayalam
6090,7,62,1,7,2,60,6,Konkani
6091,8,44,1,9,4,35,3,Hindi
6092,2,46,0,4,3,22,2,Bodo
6093,4,96,1,4,1,80,8,Manipuri
6094,7,97,1,7,2,88,9,English
6095,8,45,1,4,6,39,4,Bhili
6096,1,88,1,6,1,63,6,Marathi
6097,4,61,1,8,0,44,4,Hindi
6098,6,88,1,4,1,72,7,Hindi
6099,3,52,0,6,7,33,3,Mizo
6100,5,51,0,7,7,39,4,Malayalam
6101,9,43,0,8,9,45,4,Konkani
6102,3,47,0,7,1,23,2,Kannada
6103,5,76,1,8,5,63,6,Konkani
6104,8,70,0,4,6,63,6,Sanskrit
6105,6,76,1,4,0,63,6,Mizo
6106,4,84,0,8,6,64,6,Marathi
6107,8,65,1,6,7,62,6,Nepali
6108,3,82,0,6,8,64,6,Santhali
6109,3,47,1,6,7,28,2,Malayalam
6110,4,79,0,5,2,60,6,Santali
6111,9,72,0,9,7,70,7,Konkani
6112,5,84,0,9,2,70,7,Assamese
6113,8,68,0,9,5,60,6,Garo
6114,6,44,0,6,3,33,3,Nepali
6115,3,67,1,4,6,46,4,Telugu
6116,8,92,0,5,7,88,9,Garo
6117,9,79,1,6,9,78,8,Meitei
6118,8,56,0,4,5,47,5,Santhali
6119,4,94,0,5,9,75,8,Meitei
6120,6,62,0,4,3,51,5,Mizo
6121,1,84,1,8,7,61,6,Dogri
6122,4,48,0,4,6,29,3,Maithili
6123,8,41,0,5,9,36,3,Bengali
6124,1,71,1,6,7,44,4,Kannada
6125,3,90,1,9,9,75,8,Mizo
6126,1,91,1,5,6,63,6,Tamil
6127,9,88,1,6,2,85,9,Bodo
6128,2,70,0,6,2,46,4,Tulu
6129,9,46,1,7,8,44,4,Manipuri
6130,4,69,1,8,6,55,5,Meitei
6131,2,97,0,7,0,76,8,English
6132,4,42,1,9,2,25,2,Santhali
6133,6,90,1,5,0,74,8,Khasi
6134,7,90,1,7,5,79,8,Tamil
6135,3,95,0,9,1,75,8,Nepali
6136,3,48,1,6,6,28,2,Chhattisgarhi
6137,8,49,1,5,7,44,4,Telugu
6138,5,85,1,7,5,72,7,Punjabi
6139,4,89,0,4,4,72,7,Punjabi
6140,7,97,0,9,9,94,10,Santhali
6141,7,86,1,9,3,79,8,Bengali
6142,9,65,0,8,8,64,6,Konkani
6143,9,40,1,4,7,35,3,Sindhi
6144,5,69,0,5,4,54,5,Dogri
6145,8,96,0,7,0,90,9,Mizo
6146,1,77,1,6,7,52,5,Tulu
6147,9,54,1,7,7,50,5,Garo
6148,8,64,1,5,6,58,6,Assamese
6149,6,45,0,5,6,33,3,Sindhi
6150,3,57,1,5,7,38,4,Bodo
6151,3,40,0,5,0,17,1,Gujarati
6152,8,95,0,9,2,90,9,Bodo
6153,5,42,1,7,3,32,3,Punjabi
6154,7,56,0,4,5,46,4,Gujarati
6155,5,87,0,6,9,76,8,Sanskrit
6156,8,47,1,6,9,45,4,Santali
6157,4,99,0,8,8,81,8,Assamese
6158,2,88,0,9,3,66,7,Assamese
6159,3,79,1,5,5,59,6,Nepali
6160,8,56,1,5,8,54,5,Manipuri
6161,7,64,1,5,8,59,6,Odia
6162,2,80,0,9,5,55,5,Chhattisgarhi
6163,6,51,0,4,4,36,3,Tulu
6164,9,68,0,5,2,66,7,Santali
6165,4,64,1,8,4,47,5,Tulu
6166,9,90,0,8,2,89,9,Sindhi
6167,2,75,0,4,4,50,5,Konkani
6168,2,92,0,9,9,69,7,Bodo
